wl,#f,n,,wl,#f,k
"4,9261",60900103530176,"1,632",,"4,9261",60900103530176,"0,031"
"4,9505","60599939400060,6","1,631",,"4,9505","60599939400060,6","0,031"
"4,9751","60300295471447,8","1,629",,"4,9751","60300295471447,8","0,031"
5,60000000000000,"1,628",,5,60000000000000,"0,032"
"5,0251","59700304471552,8","1,627",,"5,0251","59700304471552,8","0,032"
"5,0505","59400059400059,4","1,626",,"5,0505","59400059400059,4","0,031"
"5,0761","59100490534071,4","1,624",,"5,0761","59100490534071,4","0,031"
"5,102","58800470403763,2","1,623",,"5,102","58800470403763,2","0,032"
"5,1282","58500058500058,5","1,621",,"5,1282","58500058500058,5","0,032"
"5,1546","58200442323361,7","1,62",,"5,1546","58200442323361,7","0,032"
"5,1813","57900526894794,7","1,619",,"5,1813","57900526894794,7","0,031"
"5,2083","57600368642359,3","1,617",,"5,2083","57600368642359,3","0,03"
"5,2356","57300022920009,2","1,616",,"5,2356","57300022920009,2","0,031"
"5,2632",56999544003648,"1,614",,"5,2632",56999544003648,"0,031"
"5,291","56700056700056,7","1,612",,"5,291","56700056700056,7","0,031"
"5,3191","56400518884773,7","1,61",,"5,3191","56400518884773,7","0,03"
"5,3476","56099932680080,8","1,608",,"5,3476","56099932680080,8","0,03"
"5,3763",55800457563752,"1,606",,"5,3763",55800457563752,"0,03"
"5,4054","55500055500055,5","1,604",,"5,4054","55500055500055,5","0,031"
"5,4348","55199823360565,2","1,602",,"5,4348","55199823360565,2","0,031"
"5,4645","54899807850672,5","1,6",,"5,4645","54899807850672,5","0,031"
"5,4945","54600054600054,6","1,598",,"5,4945","54600054600054,6","0,03"
"5,5249","54299625332585,2","1,596",,"5,5249","54299625332585,2","0,03"
"5,5556",53999568003456,"1,593",,"5,5556",53999568003456,"0,031"
"5,5866","53699924820105,3","1,591",,"5,5866","53699924820105,3","0,032"
"5,618","53399786400854,4","1,589",,"5,618","53399786400854,4","0,032"
"5,6497","53100164610510,3","1,587",,"5,6497","53100164610510,3","0,031"
"5,6818","52800168960540,7","1,584",,"5,6818","52800168960540,7","0,03"
"5,7143","52499868750328,1","1,582",,"5,7143","52499868750328,1","0,031"
"5,7471","52200240121104,6","1,579",,"5,7471","52200240121104,6","0,031"
"5,7803","51900420393405,2","1,576",,"5,7803","51900420393405,2","0,032"
"5,814","51599587203302,4","1,573",,"5,814","51599587203302,4","0,032"
"5,848","51299589603283,2","1,571",,"5,848","51299589603283,2","0,032"
"5,8824",50999592003264,"1,568",,"5,8824",50999592003264,"0,032"
"5,9172","50699655242344,4","1,565",,"5,9172","50699655242344,4","0,033"
"5,9524","50399838720516,1","1,562",,"5,9524","50399838720516,1","0,034"
"5,988","50100200400801,6","1,56",,"5,988","50100200400801,6","0,034"
"6,0241","49799970120017,9","1,557",,"6,0241","49799970120017,9","0,034"
"6,0606","49500049500049,5","1,554",,"6,0606","49500049500049,5","0,034"
"6,0976","49199685122015,2","1,551",,"6,0976","49199685122015,2","0,035"
"6,135","48899755501222,5","1,548",,"6,135","48899755501222,5","0,036"
"6,1728","48600311041990,7","1,544",,"6,1728","48600311041990,7","0,036"
"6,2112","48299845440494,6","1,542",,"6,2112","48299845440494,6","0,036"
"6,25",48000000000000,"1,538",,"6,25",48000000000000,"0,035"
"6,2893","47700062010080,6","1,535",,"6,2893","47700062010080,6","0,036"
"6,3291","47400104280229,4","1,532",,"6,3291","47400104280229,4","0,037"
"6,3694","47100197820830,9","1,528",,"6,3694","47100197820830,9","0,038"
"6,4103",46799681762164,"1,524",,"6,4103",46799681762164,"0,037"
"6,4516",46500093000186,"1,521",,"6,4516",46500093000186,"0,037"
"6,4935","46200046200046,2","1,517",,"6,4935","46200046200046,2","0,038"
"6,5359",45900335072446,"1,513",,"6,5359",45900335072446,"0,039"
"6,5789","45600328322363,9","1,509",,"6,5789","45600328322363,9","0,039"
"6,6225","45300113250283,1","1,505",,"6,6225","45300113250283,1","0,039"
"6,6667",44999775001125,"1,501",,"6,6667",44999775001125,"0,039"
"6,7114","44700062580087,6","1,497",,"6,7114","44700062580087,6","0,039"
"6,7568","44399715841818,6","1,492",,"6,7568","44399715841818,6","0,04"
"6,8027","44100136710423,8","1,487",,"6,8027","44100136710423,8","0,041"
"6,8493",43800096360212,"1,482",,"6,8493",43800096360212,"0,041"
"6,8966","43499695502131,5","1,478",,"6,8966","43499695502131,5","0,041"
"6,9444","43200276481769,5","1,473",,"6,9444","43200276481769,5","0,041"
"6,993","42900042900042,9","1,467",,"6,993","42900042900042,9","0,042"
"7,0423","42599718841855,7","1,462",,"7,0423","42599718841855,7","0,044"
"7,0922","42299991540001,7","1,457",,"7,0922","42299991540001,7","0,045"
"7,1429",41999748001512,"1,452",,"7,1429",41999748001512,"0,045"
"7,1942",41700258541603,"1,447",,"7,1942",41700258541603,"0,044"
"7,2464","41399867520423,9","1,441",,"7,2464","41399867520423,9","0,045"
"7,2993","41099831490690,9","1,435",,"7,2993","41099831490690,9","0,046"
"7,3529","40800228481279,5","1,428",,"7,3529","40800228481279,5","0,047"
"7,4074","40500040500040,5","1,422",,"7,4074","40500040500040,5","0,047"
"7,4627","40199927640130,2","1,416",,"7,4627","40199927640130,2","0,047"
"7,5188","39899984040006,4","1,409",,"7,5188","39899984040006,4","0,047"
"7,5758","39599778241241,8","1,402",,"7,5758","39599778241241,8","0,048"
"7,6336","39299937120100,6","1,395",,"7,6336","39299937120100,6","0,048"
"7,6923",39000039000039,"1,388",,"7,6923",39000039000039,"0,048"
"7,7519","38700189630929,2","1,38",,"7,7519","38700189630929,2","0,047"
"7,8125",38400000000000,"1,371",,"7,8125",38400000000000,"0,045"
"7,874","38100076200152,4","1,359",,"7,874","38100076200152,4","0,044"
"7,9365","37800037800037,8","1,345",,"7,9365","37800037800037,8","0,055"
8,37500000000000,"1,345",,8,37500000000000,"0,056"
"8,0645","37200074400148,8","1,336",,"8,0645","37200074400148,8","0,051"
"8,1301","36899915130195,2","1,321",,"8,1301","36899915130195,2","0,054"
"8,1967","36600095160247,4","1,311",,"8,1967","36600095160247,4","0,053"
"8,2645","36299836650735,1","1,301",,"8,2645","36299836650735,1","0,057"
"8,3333",36000144000576,"1,294",,"8,3333",36000144000576,"0,055"
"8,4034","35699835780755,4","1,276",,"8,4034","35699835780755,4","0,053"
"8,4746","35399900880277,5","1,265",,"8,4746","35399900880277,5","0,054"
"8,547","35100035100035,1","1,243",,"8,547","35100035100035,1","0,058"
"8,6207","34799958240050,1","1,236",,"8,6207","34799958240050,1","0,068"
"8,6957","34499810251043,6","1,228",,"8,6957","34499810251043,6","0,067"
"8,7719","34200116280395,4","1,218",,"8,7719","34200116280395,4","0,062"
"8,8496",33899837280781,"1,197",,"8,8496",33899837280781,"0,061"
"8,9286","33599892480344,1","1,173",,"8,9286","33599892480344,1","0,063"
"9,009","33300033300033,3","1,16",,"9,009","33300033300033,3","0,074"
"9,0909",33000033000033,"1,149",,"9,0909",33000033000033,"0,08"
"9,1743","32700042510055,3","1,136",,"9,1743","32700042510055,3","0,073"
"9,2593","32399857440627,3","1,113",,"9,2593","32399857440627,3","0,063"
"9,3458","32099980740011,6","1,079",,"9,3458","32099980740011,6","0,064"
"9,434","31799872800508,8","1,05",,"9,434","31799872800508,8","0,074"
"9,5238","31500031500031,5","1,032",,"9,5238","31500031500031,5","0,089"
"9,6154","31199950080079,9","1,014",,"9,6154","31199950080079,9","0,091"
"9,7087",30900120510470,"0,99",,"9,7087",30900120510470,"0,088"
"9,8039","30600067320148,1","0,961",,"9,8039","30600067320148,1","0,089"
"9,901","30299969700030,3","0,927",,"9,901","30299969700030,3","0,088"
10,30000000000000,"0,89",,10,30000000000000,"0,094"
"10,101","29700029700029,7","0,854",,"10,101","29700029700029,7","0,097"
"10,2041","29399947080095,3","0,813",,"10,2041","29399947080095,3","0,103"
"10,3093","29099938890128,3","0,768",,"10,3093","29099938890128,3","0,108"
"10,4167","28799907840294,9","0,717",,"10,4167","28799907840294,9","0,112"
"10,5263","28500042750064,1","0,658",,"10,5263","28500042750064,1","0,12"
"10,6383","28199994360001,1","0,592",,"10,6383","28199994360001,1","0,13"
"10,7527","27899969310033,8","0,514",,"10,7527","27899969310033,8","0,139"
"10,8696","27599911680282,6","0,401",,"10,8696","27599911680282,6","0,166"
"10,989","27300027300027,3","0,279",,"10,989","27300027300027,3","0,239"
"11,1111",27000027000027,"0,182",,"11,1111",27000027000027,"0,355"
"11,236","26699893200427,2","0,124",,"11,236","26699893200427,2","0,484"
"11,3636","26400084480270,3","0,098",,"11,3636","26400084480270,3","0,608"
"11,4943","26099892990438,7","0,087",,"11,4943","26099892990438,7","0,719"
"11,6279","25800015480009,3","0,083",,"11,6279","25800015480009,3","0,822"
"11,7647","25500012750006,4","0,081",,"11,7647","25500012750006,4","0,915"
"11,9048",25199919360258,"0,079",,"11,9048",25199919360258,"1,002"
"12,0482",24899985060009,"0,078",,"12,0482",24899985060009,"1,088"
"12,1951","24600044280079,7","0,078",,"12,1951","24600044280079,7","1,176"
"12,3457","24299958690070,2","0,079",,"12,3457","24299958690070,2","1,266"
"12,5",24000000000000,"0,082",,"12,5",24000000000000,"1,356"
"12,6582","23700052140114,7","0,083",,"12,6582","23700052140114,7","1,439"
"12,8205","23400023400023,4","0,081",,"12,8205","23400023400023,4","1,524"
"12,987","23100023100023,1","0,08",,"12,987","23100023100023,1","1,618"
"13,1579","22799990880003,6","0,079",,"13,1579","22799990880003,6","1,721"
"13,3333","22500056250140,6","0,079",,"13,3333","22500056250140,6","1,833"
"13,5135","22200022200022,2","0,08",,"13,5135","22200022200022,2","1,948"
"13,6986",21900048180106,"0,091",,"13,6986",21900048180106,"2,064"
"13,8889","21599982720013,8","0,105",,"13,8889","21599982720013,8","2,178"
"14,0845","21300010650005,3","0,114",,"14,0845","21300010650005,3","2,311"
"14,2857",21000021000021,"0,114",,"14,2857",21000021000021,"2,466"
"14,4928",20699933760212,"0,117",,"14,4928",20699933760212,"2,645"
"14,7059","20399975520029,4","0,135",,"14,7059","20399975520029,4","2,838"
"14,9254","20099963820065,1","0,172",,"14,9254","20099963820065,1","3,049"
"15,1515","19800019800019,8","0,243",,"15,1515","19800019800019,8","3,326"
"15,3846","19500019500019,5","0,369",,"15,3846","19500019500019,5","3,683"
"15,625",19200000000000,"0,664",,"15,625",19200000000000,"4,25"
"15,873","18900018900018,9","1,672",,"15,873","18900018900018,9","3,46"
"16,129","18600037200074,4","0,735",,"16,129","18600037200074,4","3,626"
"16,3934","18300047580123,7","0,774",,"16,3934","18300047580123,7","4,26"
"16,6667",17999964000072,"1,062",,"16,6667",17999964000072,"4,919"
"16,9492","17699950440138,8","1,523",,"16,9492","17699950440138,8","5,835"
"17,2414","17399979120025,1","2,382",,"17,2414","17399979120025,1","6,996"
"17,5439","17099960670090,5","5,146",,"17,5439","17099960670090,5","8,491"
"17,8571","16800040320096,8","8,559",,"17,8571","16800040320096,8","3,839"
"18,1818","16500016500016,5","6,585",,"18,1818","16500016500016,5","1,299"
"18,5185","16200016200016,2","5,308",,"18,5185","16200016200016,2","0,642"
"18,8679","15900020670026,9","4,497",,"18,8679","15900020670026,9","0,42"
"19,2308","15599975040039,9","3,797",,"19,2308","15599975040039,9","0,48"
"19,6078","15300033660074,1","3,232",,"19,6078","15300033660074,1","0,662"
20,15000000000000,"2,725",,20,15000000000000,"0,591"
"20,4082","14699973540047,6","1,951",,"20,4082","14699973540047,6","0,573"
"20,8333","14400023040036,9","0,629",,"20,8333","14400023040036,9","1,22"
"21,2766","14099997180000,6","0,283",,"21,2766","14099997180000,6","2,824"
"21,7391",13800019320027,"0,512",,"21,7391",13800019320027,"4,73"
"22,2222","13500013500013,5","1,472",,"22,2222","13500013500013,5","7,373"
"22,7273",13199984160019,"7,25",,"22,7273",13199984160019,"11,173"
"23,2558","12900007740004,6","9,484",,"23,2558","12900007740004,6","1,231"
"23,8095","12600012600012,6","6,881",,"23,8095","12600012600012,6","0,312"
"24,3902","12300022140039,9","5,718",,"24,3902","12300022140039,9","0,108"
25,12000000000000,"5,02",,25,12000000000000,"0,066"
"25,641","11700011700011,7","3,879",,"25,641","11700011700011,7","0,606"
"26,3158","11399995440001,8","5,677",,"26,3158","11399995440001,8","1,312"
"27,027","11100011100011,1","4,903",,"27,027","11100011100011,1","0,108"
"27,7778","10799991360006,9","4,56",,"27,7778","10799991360006,9","-0,069"
"28,5714","10500010500010,5","4,279",,"28,5714","10500010500010,5","-0,089"
"29,4118","10199987760014,7","4,122",,"29,4118","10199987760014,7","-0,043"
"30,303","9900009900009,9",4,,"30,303","9900009900009,9","0,01"
"31,25",9600000000000,"3,893",,"31,25",9600000000000,"0,046"
"32,2581","9299989770011,25","3,803",,"32,2581","9299989770011,25","0,019"
"33,3333",9000009000009,"3,723",,"33,3333",9000009000009,"0,013"
"34,4828","8699989560012,53","3,667",,"34,4828","8699989560012,53","0,077"
"35,7143","8399996640001,34","3,646",,"35,7143","8399996640001,34","0,077"
"37,037","8100008100008,1","3,617",,"37,037","8100008100008,1","0,067"
"38,4615","7800007800007,8","3,571",,"38,4615","7800007800007,8","0,048"
40,7500000000000,"3,53",,40,7500000000000,"0,028"
"41,6667","7199994240004,61","3,492",,"41,6667","7199994240004,61","0,013"
"43,4783","6899993790005,59","3,458",,"43,4783","6899993790005,59","0,021"
"45,4545","6600006600006,6","3,426",,"45,4545","6600006600006,6","0,028"
"47,619","6300006300006,3","3,398",,"47,619","6300006300006,3","0,028"
50,6000000000000,"3,372",,50,6000000000000,"0,018"
"52,6316","5699997720000,91","3,348",,"52,6316","5699997720000,91","0,009"
"55,5556","5399995680003,46","3,326",,"55,5556","5399995680003,46","0,011"
