#f	k
5399995680003.46	0.03
5699997720000.91	0.037
6000000000000	0.028
6300006300006.3	0.016
6600006600006.6	0.022
6899993790005.59	0.042
7199994240004.61	0.065
7500000000000	0.053
7800007800007.8	0.039
8100008100008.1	0.048
8399996640001.34	0.077
8699989560012.53	0.088
9000009000009	0.058
9299989770011.25	0.003
9600000000000	-0.055
9900009900009.9	0.007
10199987760014.7	0.094
10500010500010.5	0.146
10799991360006.9	0.035
11100011100011.1	-0.115
11399995440001.8	0.246
11700011700011.7	5.703
12000000000000	11.81
12300022140039.9	9.319
12600012600012.6	7.392
12900007740004.6	6.176
13199984160019	5.011
13500013500013.5	4.127
13800019320027	3.573
14099997180000.6	3.165
14400023040036.9	2.81
14699973540047.6	2.215
15000000000000	1.525
15300033660074.1	0.634
15599975040039.9	0.308
15900020670026.9	0.406
16200016200016.2	0.379
16500016500016.5	0.293
16800040320096.8	0.222
17099960670090.5	1.715
17399979120025.1	5.648
17699950440138.8	5.762
17999964000072	4.895
18300047580123.7	4.334
18600037200074.4	3.751
18900018900018.9	3.262
19200000000000	2.928
19500019500019.5	2.776
19800019800019.8	2.641
20099963820065.1	2.482
20399975520029.4	2.29
20699933760212	2.121
21000021000021	2
21300010650005.3	1.902
21599982720013.8	1.809
21900048180106	1.692
22200022200022.2	1.582
22500056250140.6	1.486
22799990880003.6	1.411
23100023100023.1	1.338
23400023400023.4	1.252
23700052140114.7	1.16
24000000000000	1.076
24299958690070.2	1.005
24600044280079.7	0.928
24899985060009	0.837
25199919360258	0.731
25500012750006.4	0.619
25800015480009.3	0.501
26099892990438.7	0.377
26400084480270.3	0.264
26699893200427.2	0.185
27000027000027	0.145
27300027300027.3	0.123
27599911680282.6	0.109
27899969310033.8	0.108
28199994360001.1	0.1
28500042750064.1	0.092
28799907840294.9	0.086
29099938890128.3	0.083
29399947080095.3	0.082
29700029700029.7	0.08
30000000000000	0.082
30299969700030.3	0.074
30600067320148.1	0.076
30900120510470	0.07
31199950080079.9	0.076
31500031500031.5	0.072
31799872800508.8	0.064
32099980740011.6	0.061
32399857440627.3	0.055
32700042510055.3	0.058
33000033000033	0.057
33300033300033.3	0.053
33599892480344.1	0.052
33899837280781	0.05
34200116280395.4	0.049
34499810251043.6	0.052
34799958240050.1	0.053
35100035100035.1	0.049
35399900880277.5	0.042
35699835780755.4	0.04
36000144000576	0.043
36299836650735.1	0.044
36600095160247.4	0.042
36899915130195.2	0.038
37200074400148.8	0.038
37500000000000	0.037
37800037800037.8	0.035
38100076200152.4	0.034
38400000000000	0.035
38700189630929.2	0.036
39000039000039	0.035
39299937120100.6	0.035
39599778241241.8	0.035
39899984040006.4	0.036
40199927640130.2	0.035
40500040500040.5	0.034
40800228481279.5	0.033
41099831490690.9	0.034
41399867520423.9	0.034
41700258541603	0.034
41999748001512	0.033
42419614829897.4	0.032
42599718841855.7	0.032
43035432506096.7	0.033
43218947186446.5	0.034
43499695502131.5	0.033
43800096360212	0.031
44100136710423.8	0.032
44399715841818.6	0.031
44700062580087.6	0.032
44999775001125	0.031
45300113250283.1	0.03
45600328322363.9	0.029
45900335072446	0.03
46200046200046.2	0.031
46500093000186	0.031
46799681762164	0.03
47100197820830.9	0.029
47400104280229.4	0.029
47700062010080.6	0.03
48000000000000	0.031
48299845440494.6	0.03
48600311041990.7	0.029
48899755501222.5	0.028
49199685122015.2	0.029
49500049500049.5	0.029
49799970120017.9	0.029
50100200400801.6	0.028
50399838720516.1	0.027
50699655242344.4	0.028
50999592003264	0.028
51299589603283.2	0.028
51599587203302.4	0.027
51900420393405.2	0.026
52200240121104.6	0.026
52499868750328.1	0.027
52800168960540.7	0.028
53100164610510.3	0.027
53399786400854.4	0.026
53699924820105.3	0.025
53999568003456	0.026
54299625332585.2	0.027
54600054600054.6	0.027
54899807850672.5	0.026
55198807705753.6	0.025
55500055500055.5	0.026
55800457563752	0.027
56099932680080.8	0.027
56400518884773.7	0.027
56700056700056.7	0.026
56999544003648	0.027
57300022920009.2	0.028
57600368642359.3	0.029
57896057278499.3	0.028
58200442323361.7	0.027
58557151780137.4	0.027
58800470403763.2	0.027
59100490534071.4	0.028
59400059400059.4	0.028
59700304471552.8	0.027
60000000000000	0.026
60300295471447.8	0.027
60599939400060.6	0.027
60900103530176	0.027
61199510403916.8	0.026
61500615006150.1	0.025
61799604482531.3	0.025
62100229770850.2	0.025
62399900160159.7	0.026
62699855790331.7	0.025
63000063000063	0.024
63300487413753.1	0.024
63599745601017.6	0.025
63900485643690.9	0.025
64199961480023.1	0.025
64499484004128	0.024
64800414722654.2	0.022
65099928390078.8	0.023
65399372166027.2	0.024
65700144540318	0.024
65999340006600	0.023
66299807730557.6	0.021
66600066600066.6	0.022
66900073590081	0.023
67199784960688.1	0.023
67500675006750.1	0.022
67799674561562.1	0.021
68099788890654.4	0.021
68399452804377.6	0.021
68700192360538.6	0.022
69000414002484	0.022
69300069300069.3	0.021
69600723847528	0.021
69900740947854	0.022
70200070200070.2	0.023
70500317251427.6	0.023
70799801760555.1	0.022
71100156420344.1	0.022
71399671561510.8	0.022
71700007170000.7	0.022
71999424004608	0.023
72299609582108.3	0.021
72600551764193.4	0.021
72900466562986	0.02
73199297286746	0.021
73500588004704	0.022
73800738007380.1	0.021
74099688781307.1	0.02
74399226248047	0.019
74699335175916.9	0.019
75000000000000	0.02
75299314776235.5	0.02
75599123050172.6	0.019
75899407984617.7	0.018
76200152400304.8	0.018
76499388004896	0.019
76799016972582.8	0.02
77099020842435.3	0.02
77399380804953.6	0.019
77700077700077.7	0.019
77999064011231.9	0.019
78300360181656.9	0.019
78603993082848.6	0.019
78899613391894.4	0.018
79199556482483.7	0.017
79499682001272	0.018
79799968080012.8	0.019
80100392491923.2	0.019
80400932650818.8	0.018
80699394754539.3	0.017
81000081000081	0.017
81300813008130.1	0.018
81599347205222.4	0.018
81900081900081.9	0.017
82200789127575.6	0.017
82499175008249.9	0.017
82799735040847.9	0.017
83100191130439.6	0.018
83400517083205.9	0.018
83700686345628	0.017
84000672005376	0.017
84300446792368	0.017
84599983080003.4	0.018
84899252886574.6	0.018
85200647524921.2	0.017
85499316005472	0.017
85800085800085.8	0.017
86100507992997.2	0.018
86400552963539	0.019
86700190740419.6	0.019
86999391004263	0.018
87300663485042.5	0.018
87598913773469.2	0.018
87899208907119.8	0.019
88198976891868	0.019
88500796507168.6	0.018
88799431683637.2	0.018
89100089100089.1	0.019
89400125160175.2	0.019
89699506652713.4	0.02
90000900009000.1	0.019
90298889323661.3	0.019
90598858454383.5	0.019
90900827197527.5	0.02
91199270405836.8	0.021
91499679751120.9	0.02
91799265605875.2	0.019
92100819697295.3	0.019
92398669459159.8	0.019
92701316358692.3	0.02
93000186000372	0.02
93300988990483.3	0.019
93600823687248.4	0.019
93899652571285.5	0.019
94200395641661.7	0.019
94500094500094.5	0.019
94798710737534	0.019
95099220186394.5	0.018
95398607180335.2	0.019
95699885160137.8	0.019
96000000000000	0.02
96298911822296.4	0.019
96599690880989.2	0.018
96899224806201.5	0.017
97200622083981.4	0.018
97500731255484.4	0.019
97799511002445	0.019
98100127530165.8	0.018
98399370244030.4	0.017
98700444151998.7	0.018
99000099000099	0.018
99301578895104.4	0.019
99601593625498	0.018
99900099900099.9	0.018
100200400801603	0.018
100499145757261	0.018
100799677441032	0.018
101098604839253	0.017
101399310484689	0.017
101698362656361	0.016
101999184006528	0.017
102298301848189	0.017
102599179206566	0.017
102898302178014	0.016
103199174406605	0.016
103498240529911	0.016
103799045048786	0.017
104101603164689	0.017
104398663697105	0.016
104701078421108	0.016
105001575023625	0.016
105300105300105	0.016
105600337921081	0.017
105898549189876	0.017
106198449502637	0.016
106500053250027	0.016
106799572801709	0.016
107100781835707	0.016
107399849640211	0.016
107700592353258	0.016
107999136006912	0.015
108299339374030	0.016
108601216333623	0.017
108900827646290	0.018
109198121792305	0.017
109501040259882	0.017
109801625064051	0.016
110099823840282	0.016
110399646721130	0.016
110701107011070	0.016
111000111000111	0.015
111300734584848	0.015
111598839372071	0.016
111898545318911	0.016
112199865360162	0.016
112498593767578	0.015
112798917130396	0.014
113100848256362	0.015
113400113400113	0.015
113700966458215	0.015
113999088007296	0.014
114298777003086	0.013
114600045840018	0.013
114898506319418	0.013
115198525458874	0.013
115500115500116	0.012
115798818852048	0.012
116099071207430	0.012
116400884646723	0.012
116699731590617	0.013
117000117000117	0.013
117302052785924	0.012
117600940807526	0.012
117901355865592	0.012
118198652535361	0.013
118502133038395	0.013
118797766601988	0.012
119099606971297	0.012
119398232906153	0.012
119698360132466	0.013
120000000000000	0.014
120481927710843	0.013
120967741935484	0.013
121457489878543	0.014
121951219512195	0.014
122448979591837	0.015
122950819672131	0.016
123456790123457	0.015
123966942148760	0.015
124481327800830	0.016
125000000000000	0.015
125523012552301	0.017
126050420168067	0.016
126582278481013	0.016
127118644067797	0.016
127659574468085	0.016
128205128205128	0.016
128755364806867	0.016
129310344827586	0.016
129870129870130	0.016
130434782608696	0.016
131004366812227	0.016
131578947368421	0.016
132158590308370	0.017
132743362831858	0.016
133333333333333	0.017
133928571428571	0.017
134529147982063	0.017
135135135135135	0.017
135746606334842	0.016
136363636363636	0.016
136986301369863	0.016
137614678899083	0.016
138248847926267	0.016
138888888888889	0.016
139534883720930	0.016
140186915887850	0.015
140845070422535	0.015
141509433962264	0.015
142180094786730	0.016
142857142857143	0.016
143540669856459	0.015
144230769230769	0.015
144927536231884	0.015
145631067961165	0.015
146341463414634	0.015
147058823529412	0.015
147783251231527	0.015
148514851485149	0.015
149253731343284	0.015
150000000000000	0.015
150753768844221	0.015
151515151515152	0.015
152284263959391	0.015
153061224489796	0.015
153846153846154	0.016
154639175257732	0.016
155440414507772	0.017
156250000000000	0.017
157068062827225	0.016
157894736842105	0.017
158730158730159	0.018
159574468085106	0.018
160427807486631	0.016
161290322580645	0.016
162162162162162	0.015
163043478260870	0.015
163934426229508	0.015
164835164835165	0.015
165745856353591	0.015
166666666666667	0.015
167597765363129	0.015
168539325842697	0.015
169491525423729	0.017
170454545454545	0.016
171428571428571	0.016
172413793103448	0.017
173410404624277	0.016
174418604651163	0.016
175438596491228	0.017
176470588235294	0.017
177514792899408	0.017
178571428571429	0.016
179640718562874	0.016
180722891566265	0.016
181818181818182	0.016
182926829268293	0.016
184049079754601	0.015
185185185185185	0.016
186335403726708	0.016
187500000000000	0.016
188679245283019	0.016
189873417721519	0.016
191082802547771	0.015
192307692307692	0.016
193548387096774	0.016
194805194805195	0.016
196078431372549	0.017
197368421052632	0.016
198675496688742	0.016
200000000000000	0.016
201342281879195	0.017
202702702702703	0.017
204081632653061	0.017
205479452054795	0.017
206896551724138	0.017
208333333333333	0.018
209790209790210	0.018
211267605633803	0.018
212765957446808	0.018
